-2.872056526095711320e+02 -2.093418134914863344e+02
5.326778831936308052e+02 3.785277631423127787e+00
5.569479938542610853e+02 1.208070228434235105e+01
1.593679460066731508e+02 -5.952572519905311310e+01
2.362174440260598658e+02 -1.656730093256672944e+02
9.265897685071320211e+01 2.032985135192010375e+02
2.483231443883804559e+02 3.889315923647448017e+02
5.287920315120823034e+02 2.406468769573598365e+02
-2.132893107537774995e+02 -1.113472271600788872e+02
5.018660717085804208e+02 -3.653625115251217039e+02
1.461799264377217469e+02 -5.452097568163381993e+02
5.167386383074460809e+02 -2.893694929648938796e+01
4.808751584908952736e+02 -1.241602891957596739e+02
3.586040916664164797e+02 -4.120197076773740719e+02
-3.890167148679972797e+02 -4.536952221459384873e+02
4.992184336567390801e+01 -2.347703474224999809e+01
2.857815989510205554e+02 -1.424665041890426664e+02
-2.645244630180158651e+02 -5.607087226840990297e+02
5.332108429676320611e+02 2.149946602940743787e+02
5.458618880023559541e+02 -2.560018282072090301e+02
5.362327296031164678e+02 2.563632159211082353e+02
8.620062848796374055e+01 6.857490093836054257e+01
-3.246714721493966067e+02 -4.227047617460285096e+02
4.391042885744382147e+02 2.235596139684986383e+02
-1.176044227900069927e+01 -3.950833159166274982e+02
1.604240349234157748e+02 -2.824688109084045209e+02
1.367351314394715018e+02 -1.365358343998342434e+02
2.417242243645981716e+02 9.866354209939061093e+01
9.781497087150080461e+01 2.463290083221427267e+02
4.605457348346346862e+02 2.917515488326205286e+01
-1.227670667682739349e+02 -3.973903227330477534e+02
4.470070227700036867e+02 -5.496406770046612564e+02
2.315244510355963712e+02 1.326816343764263593e+02
5.783808477320728798e+02 -3.149117217940954561e+02
-9.982683348880209451e+01 -1.053846433680104155e+02
3.639534579647431656e+02 -5.418724347858401416e+02
2.333441654844989444e+01 -1.077991170681049198e+02
-1.164009997022791367e+02 -3.264077041478665251e+02
5.146501385872386436e+02 1.580384617380912005e+01
-1.812627445266083441e+02 -1.317613012784486273e+02
1.454770841338847731e+02 8.109283368452304330e+01
1.734207276192780682e+02 -4.464093558609837373e+02
1.730615735080623381e+02 -6.223824665423899205e+01
-2.006411112255293006e+02 -5.794399943177700152e+02
1.443698910891509968e+01 -1.684617015580247426e+02
2.729198663180067115e+02 -9.208915417370224077e+01
5.084085204523303219e+02 -3.532422566535558417e+01
-1.256709384931925797e+02 -3.301035389577501746e+02
-2.241590033011187870e+02 -3.492357186393957704e+02
-3.258091233026140685e+02 -5.869289949758829152e+02
-3.595208171054290460e+02 -3.448296579349155877e+02
4.972583732167527160e+01 -5.438160994653947000e+01
3.321441988911449243e+02 1.150430059124938680e+02
3.414206343771581942e+01 -3.463533169118854858e+02
-1.814719841553896913e+02 -2.202008247916060668e+02
